Time_of_Day,Day_of_Week,Month,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit,Driver_Age,Driver_Gender,Alcohol_Involvement,Number_of_Vehicles_Involved,Accident_Severity
Evening,Tuesday,Jul,Clear,City Road,Dry,Daylight,Signal,40,59,Male,Yes,1,Major
Afternoon,Wednesday,Jul,Rain,Highway,Wet,Daylight,Speed Breaker,60,28,Female,No,2,Fatal
Afternoon,Monday,Mar,Clear,Highway,Dry,No Lighting,Signal,80,26,Male,No,1,Minor
Morning,Friday,Jun,Clear,City Road,Dry,Street Lit,Signal,80,28,Male,No,1,Minor
Afternoon,Thursday,Aug,Clear,City Road,Dry,Daylight,Signal,100,19,Female,No,2,Minor
Night,Friday,Apr,Rain,Rural Road,Dry,Daylight,Signal,60,62,Male,No,2,Major
Afternoon,Saturday,Aug,Rain,Highway,Dry,Daylight,Signal,60,44,Male,No,1,Major
Evening,Tuesday,Feb,Rain,City Road,Wet,Daylight,Signal,100,71,Male,No,3,Minor
Afternoon,Friday,Oct,Clear,Rural Road,Dry,Daylight,Signal,60,75,Female,No,1,Major
Morning,Tuesday,Sep,Clear,Rural Road,Potholes,Daylight,Signal,80,43,Male,No,4,Minor
Afternoon,Friday,Sep,Clear,Highway,Dry,No Lighting,Speed Breaker,60,25,Male,No,1,Minor
Evening,Monday,Aug,Clear,Highway,Dry,Daylight,None,60,78,Male,No,1,Minor
Evening,Monday,Oct,Clear,City Road,Dry,Street Lit,Signal,80,38,Male,No,1,Minor
Night,Monday,Oct,Clear,Highway,Potholes,Street Lit,Signal,50,38,Male,No,1,Minor
Afternoon,Monday,Jan,Clear,Rural Road,Dry,Daylight,Signal,50,25,Male,No,1,Minor
Evening,Monday,Feb,Snow,Rural Road,Dry,Street Lit,None,50,18,Female,Yes,2,Major
Morning,Monday,Jun,Snow,Highway,Under Construction,Daylight,Speed Breaker,60,55,Female,No,1,Major
Night,Tuesday,Oct,Clear,Highway,Dry,Street Lit,Signal,50,75,Male,No,1,Minor
Morning,Thursday,May,Clear,Highway,Under Construction,Daylight,Signal,60,30,Female,No,1,Major
Afternoon,Friday,Dec,Clear,Rural Road,Dry,Daylight,Signal,80,26,Male,No,1,Minor
Afternoon,Monday,Sep,Clear,Highway,Wet,Street Lit,Signal,80,45,Male,Yes,2,Minor
Afternoon,Tuesday,May,Storm,City Road,Potholes,Daylight,None,60,23,Male,No,2,Major
Night,Tuesday,Feb,Clear,City Road,Wet,Street Lit,None,120,64,Male,No,4,Major
Evening,Tuesday,Oct,Rain,City Road,Dry,No Lighting,Signal,60,40,Male,Yes,1,Major
Night,Thursday,Apr,Clear,Highway,Dry,Daylight,Speed Breaker,60,65,Male,No,1,Major
Morning,Friday,Sep,Snow,Highway,Potholes,Daylight,Signal,100,53,Female,No,1,Major
Night,Thursday,Jan,Clear,Rural Road,Dry,Daylight,Signal,80,77,Male,No,3,Minor
Morning,Wednesday,Nov,Rain,Rural Road,Dry,Street Lit,None,80,75,Male,No,2,Major
Night,Sunday,Jan,Clear,City Road,Wet,Street Lit,Speed Breaker,50,34,Male,No,1,Minor
Evening,Tuesday,Dec,Rain,Highway,Dry,Daylight,Signal,60,26,Male,No,1,Major
Morning,Wednesday,Jul,Clear,Highway,Dry,Daylight,Signal,100,29,Male,No,2,Minor
Afternoon,Saturday,Nov,Clear,City Road,Dry,Street Lit,None,60,39,Male,No,2,Minor
Afternoon,Monday,Mar,Storm,Highway,Dry,Daylight,Speed Breaker,80,68,Female,No,3,Major
Night,Sunday,Oct,Storm,Rural Road,Dry,Street Lit,Signal,60,69,Female,No,1,Minor
Afternoon,Monday,Feb,Fog,City Road,Wet,Street Lit,Signal,100,75,Male,No,4,Major
Morning,Thursday,Sep,Rain,Highway,Dry,No Lighting,Signal,50,29,Male,Yes,1,Minor
Afternoon,Sunday,Mar,Fog,Rural Road,Under Construction,Daylight,None,60,71,Female,No,4,Major
Evening,Friday,Feb,Clear,Rural Road,Under Construction,Daylight,Speed Breaker,40,23,Male,Yes,3,Minor
Evening,Wednesday,Dec,Clear,Highway,Wet,Daylight,Signal,80,61,Male,Yes,2,Minor
Night,Friday,Aug,Clear,City Road,Dry,Daylight,Speed Breaker,80,26,Male,No,2,Minor
Morning,Thursday,Oct,Rain,Highway,Wet,No Lighting,Speed Breaker,30,69,Male,No,1,Major
Evening,Monday,Jun,Clear,Highway,Dry,Daylight,Signal,80,54,Female,No,1,Major
Evening,Sunday,Jun,Clear,Highway,Dry,Street Lit,Signal,60,70,Male,No,1,Minor
Morning,Friday,Oct,Rain,City Road,Wet,Daylight,Speed Breaker,40,20,Male,No,1,Fatal
Afternoon,Friday,Nov,Fog,Rural Road,Dry,Daylight,Speed Breaker,60,51,Male,No,1,Major
Afternoon,Monday,Jul,Clear,City Road,Potholes,Daylight,Speed Breaker,50,25,Male,Yes,1,Fatal
Night,Sunday,Jul,Clear,Highway,Dry,Street Lit,None,60,27,Female,Yes,3,Minor
Afternoon,Wednesday,Nov,Clear,City Road,Wet,Daylight,Signal,60,64,Male,Yes,1,Minor
Morning,Monday,Jun,Clear,Highway,Dry,Daylight,Signal,80,58,Male,Yes,2,Minor
Evening,Friday,Apr,Clear,Rural Road,Potholes,No Lighting,None,80,59,Female,No,2,Minor
Afternoon,Wednesday,Nov,Rain,City Road,Dry,Daylight,Signal,80,60,Male,No,1,Minor
Night,Wednesday,Sep,Rain,Highway,Dry,Daylight,Speed Breaker,30,78,Male,No,1,Minor
Afternoon,Monday,Jun,Rain,Highway,Dry,Daylight,Speed Breaker,100,26,Male,No,1,Minor
Morning,Friday,Apr,Clear,City Road,Dry,Daylight,Speed Breaker,80,31,Male,No,2,Major
Night,Thursday,Dec,Fog,Highway,Dry,No Lighting,Signal,30,54,Male,No,1,Fatal
Afternoon,Friday,Mar,Clear,City Road,Dry,Daylight,Speed Breaker,100,44,Male,Yes,1,Major
Night,Tuesday,Apr,Clear,Highway,Dry,Daylight,None,50,58,Male,No,2,Minor
Morning,Sunday,Mar,Fog,Highway,Dry,Daylight,Speed Breaker,60,49,Female,No,1,Minor
Evening,Saturday,Feb,Clear,City Road,Dry,Street Lit,Signal,60,21,Male,Yes,2,Minor
Morning,Thursday,May,Clear,Rural Road,Under Construction,Daylight,Signal,60,19,Male,No,1,Minor
Morning,Wednesday,Feb,Fog,Rural Road,Wet,Street Lit,Signal,100,68,Male,No,2,Minor
Morning,Thursday,Jun,Clear,Highway,Wet,Daylight,Signal,60,50,Female,No,3,Minor
Morning,Sunday,Mar,Rain,Highway,Wet,Daylight,Signal,40,38,Male,No,2,Minor
Evening,Wednesday,Jun,Clear,Highway,Dry,Street Lit,None,100,18,Female,No,1,Major
Evening,Sunday,Nov,Rain,City Road,Dry,Daylight,Speed Breaker,100,61,Male,No,1,Major
Night,Wednesday,Oct,Clear,City Road,Dry,Street Lit,Speed Breaker,80,28,Female,No,2,Minor
Afternoon,Thursday,Sep,Clear,Rural Road,Under Construction,Daylight,Speed Breaker,60,18,Male,No,1,Minor
Evening,Wednesday,Jan,Rain,Rural Road,Potholes,Street Lit,Signal,40,63,Male,No,1,Major
Evening,Wednesday,Jun,Clear,Highway,Dry,Daylight,None,80,76,Male,Yes,2,Minor
Afternoon,Tuesday,Sep,Clear,City Road,Dry,Street Lit,Signal,40,28,Female,No,1,Minor
Evening,Friday,Nov,Clear,Rural Road,Dry,Daylight,Signal,40,78,Male,No,1,Minor
Morning,Friday,Apr,Clear,City Road,Dry,Daylight,Signal,60,24,Male,No,3,Minor
Morning,Saturday,Nov,Clear,Highway,Dry,Daylight,None,50,19,Male,No,1,Minor
Afternoon,Saturday,Dec,Clear,Highway,Dry,Daylight,None,30,32,Female,No,1,Major
Night,Tuesday,Feb,Storm,City Road,Potholes,Daylight,Signal,60,25,Female,No,2,Minor
Night,Saturday,Apr,Clear,Highway,Dry,Daylight,None,40,71,Male,No,3,Minor
Afternoon,Sunday,Jan,Clear,Highway,Potholes,Daylight,Signal,50,69,Male,No,1,Minor
Afternoon,Thursday,Mar,Clear,Highway,Wet,Street Lit,Signal,40,74,Male,No,2,Major
Morning,Monday,Oct,Clear,City Road,Wet,Street Lit,None,50,64,Female,No,2,Minor
Night,Sunday,Sep,Storm,Highway,Wet,Street Lit,None,80,43,Female,No,1,Minor
Evening,Monday,Oct,Clear,Highway,Wet,Daylight,Speed Breaker,100,57,Male,No,1,Minor
Morning,Monday,May,Snow,Highway,Wet,Daylight,Speed Breaker,60,78,Male,No,1,Minor
Afternoon,Tuesday,Nov,Clear,City Road,Wet,Daylight,None,60,59,Female,No,2,Minor
Night,Sunday,Jun,Rain,Rural Road,Dry,Street Lit,Speed Breaker,30,68,Female,No,2,Minor
Evening,Tuesday,Mar,Clear,City Road,Potholes,Daylight,None,40,52,Male,Yes,1,Major
Evening,Wednesday,May,Fog,City Road,Wet,Daylight,Speed Breaker,50,69,Male,No,2,Fatal
Morning,Monday,Nov,Rain,Rural Road,Wet,Street Lit,None,60,63,Male,No,2,Minor
Night,Thursday,Aug,Clear,Highway,Under Construction,Daylight,None,80,58,Male,No,1,Minor
Night,Saturday,Jun,Clear,Highway,Dry,Street Lit,Signal,80,58,Male,No,2,Minor
Afternoon,Thursday,Apr,Clear,Highway,Dry,Street Lit,None,60,38,Male,No,1,Major
Night,Saturday,Feb,Storm,Highway,Dry,Daylight,Signal,40,77,Male,No,3,Minor
Night,Monday,Sep,Clear,Highway,Dry,Daylight,Signal,80,74,Male,No,1,Major
Morning,Monday,Dec,Clear,Rural Road,Under Construction,Daylight,Speed Breaker,60,55,Male,No,2,Major
Night,Monday,Jan,Rain,City Road,Dry,Street Lit,Signal,80,25,Male,No,2,Fatal
Evening,Tuesday,Jan,Clear,City Road,Dry,Daylight,Speed Breaker,60,60,Female,No,1,Major
Morning,Sunday,Apr,Snow,Rural Road,Dry,Street Lit,None,80,49,Male,No,3,Major
Morning,Saturday,Jul,Rain,Highway,Dry,Daylight,Signal,100,25,Male,No,2,Minor
Afternoon,Sunday,Jan,Rain,Highway,Wet,Daylight,Signal,100,61,Male,No,3,Minor
Night,Tuesday,Sep,Fog,City Road,Under Construction,Daylight,None,60,27,Female,Yes,1,Minor
Afternoon,Tuesday,Apr,Clear,City Road,Dry,Street Lit,Signal,60,40,Female,No,1,Minor
Evening,Friday,Mar,Clear,Highway,Dry,Daylight,Signal,50,21,Male,No,3,Major
Morning,Thursday,Jan,Clear,City Road,Dry,Street Lit,Signal,100,65,Female,No,2,Minor
Morning,Thursday,Oct,Clear,City Road,Dry,Daylight,Speed Breaker,60,69,Male,No,2,Major
Morning,Wednesday,Apr,Rain,City Road,Dry,Daylight,Speed Breaker,40,55,Female,No,4,Minor
Evening,Tuesday,Sep,Storm,City Road,Potholes,Street Lit,None,60,47,Male,No,1,Major
Evening,Saturday,Oct,Clear,Highway,Dry,Street Lit,Signal,40,58,Male,No,1,Minor
Afternoon,Friday,Jun,Clear,Highway,Dry,Daylight,None,60,40,Male,No,1,Minor
Afternoon,Friday,Jun,Snow,City Road,Dry,Daylight,Speed Breaker,60,22,Male,No,2,Minor
Afternoon,Sunday,Jan,Clear,Highway,Wet,Street Lit,Signal,50,38,Male,No,2,Major
Night,Thursday,Oct,Clear,Rural Road,Wet,Daylight,Speed Breaker,40,73,Female,Yes,4,Minor
Morning,Tuesday,Feb,Clear,City Road,Wet,Daylight,Speed Breaker,100,23,Female,No,1,Minor
Morning,Wednesday,Nov,Storm,Highway,Dry,No Lighting,Speed Breaker,80,66,Male,No,2,Minor
Afternoon,Tuesday,Jun,Rain,City Road,Under Construction,Daylight,Signal,100,34,Male,No,3,Major
Morning,Sunday,Feb,Rain,City Road,Dry,Daylight,Signal,60,42,Male,No,2,Minor
Afternoon,Monday,Mar,Fog,Highway,Dry,Daylight,Signal,80,41,Male,No,1,Fatal
Night,Tuesday,Apr,Clear,City Road,Dry,Street Lit,Signal,60,39,Male,No,2,Minor
Night,Sunday,Nov,Clear,Rural Road,Dry,Street Lit,Speed Breaker,50,30,Male,No,4,Minor
Evening,Monday,May,Fog,City Road,Under Construction,Daylight,Signal,40,34,Female,No,4,Major
Night,Monday,Sep,Clear,Highway,Potholes,Daylight,Speed Breaker,50,31,Male,No,2,Minor
Afternoon,Wednesday,Dec,Rain,City Road,Dry,Daylight,Signal,40,51,Male,No,3,Major
Night,Saturday,Apr,Storm,City Road,Under Construction,Street Lit,Signal,120,43,Male,Yes,1,Minor
Evening,Thursday,Nov,Rain,Highway,Wet,Daylight,Speed Breaker,30,36,Male,No,1,Fatal
Morning,Tuesday,Sep,Rain,Highway,Potholes,No Lighting,Signal,60,43,Male,Yes,4,Major
Afternoon,Monday,Nov,Fog,Rural Road,Dry,Daylight,None,60,77,Female,No,1,Major
Morning,Tuesday,Oct,Fog,Highway,Dry,No Lighting,Signal,50,20,Male,No,1,Minor
Evening,Saturday,Mar,Clear,City Road,Dry,Daylight,Signal,60,19,Male,No,1,Minor
Evening,Thursday,Aug,Clear,City Road,Under Construction,Street Lit,None,40,45,Female,No,1,Major
Evening,Saturday,Dec,Clear,City Road,Dry,Daylight,Speed Breaker,80,19,Male,No,2,Major
Morning,Thursday,Jan,Rain,Highway,Dry,Daylight,Signal,50,39,Female,No,1,Minor
Morning,Friday,Nov,Clear,City Road,Dry,Street Lit,Signal,60,24,Male,No,3,Minor
Morning,Thursday,Sep,Rain,Highway,Dry,Street Lit,Speed Breaker,80,21,Male,No,3,Minor
Morning,Wednesday,Sep,Clear,City Road,Wet,Daylight,None,100,66,Female,No,1,Major
Evening,Saturday,Oct,Rain,City Road,Under Construction,Street Lit,None,100,55,Female,No,1,Minor
Evening,Monday,Feb,Clear,City Road,Wet,Daylight,Signal,80,56,Male,No,2,Minor
Afternoon,Friday,Apr,Rain,Rural Road,Under Construction,Street Lit,None,60,37,Male,No,2,Minor
Afternoon,Wednesday,Aug,Clear,City Road,Dry,Daylight,Signal,60,23,Female,No,1,Minor
Morning,Tuesday,Jul,Clear,Highway,Dry,Daylight,Signal,80,26,Male,Yes,1,Minor
Night,Saturday,Jan,Clear,Rural Road,Dry,Daylight,None,100,69,Male,No,1,Fatal
Night,Sunday,May,Rain,City Road,Dry,Daylight,Signal,40,77,Female,No,1,Minor
Evening,Sunday,Jul,Clear,Highway,Dry,Street Lit,Signal,60,48,Male,No,1,Fatal
Evening,Monday,Apr,Clear,Highway,Wet,Daylight,Signal,80,79,Female,Yes,2,Minor
Evening,Thursday,Jan,Snow,City Road,Dry,Daylight,Signal,60,43,Female,No,2,Minor
Afternoon,Monday,Sep,Rain,Highway,Wet,Daylight,Speed Breaker,50,53,Male,No,2,Minor
Afternoon,Sunday,May,Snow,City Road,Dry,Street Lit,Speed Breaker,60,43,Female,No,1,Major
Evening,Tuesday,Nov,Clear,City Road,Dry,Daylight,Signal,80,45,Male,No,2,Major
Evening,Friday,Feb,Clear,Highway,Dry,Daylight,Speed Breaker,120,22,Male,No,1,Minor
Evening,Friday,Aug,Fog,City Road,Dry,No Lighting,None,60,68,Male,No,1,Minor
Night,Saturday,Nov,Clear,Highway,Dry,Daylight,None,50,27,Female,No,2,Fatal
Afternoon,Friday,Feb,Rain,City Road,Dry,Street Lit,Signal,50,35,Female,No,2,Fatal
Night,Saturday,Mar,Clear,City Road,Dry,Street Lit,None,30,32,Male,No,1,Minor
Night,Saturday,Oct,Clear,City Road,Dry,Daylight,Speed Breaker,60,74,Male,No,2,Major
Evening,Saturday,Jan,Clear,City Road,Dry,No Lighting,Signal,60,78,Female,Yes,3,Minor
Evening,Sunday,Nov,Clear,City Road,Wet,Street Lit,Signal,50,50,Male,No,1,Minor
Morning,Sunday,Feb,Clear,City Road,Wet,Daylight,Signal,80,22,Male,No,2,Minor
Morning,Thursday,Jul,Clear,Highway,Dry,Daylight,Speed Breaker,80,54,Male,No,4,Minor
Night,Wednesday,Oct,Snow,Highway,Wet,Street Lit,Signal,50,57,Female,Yes,2,Major
Afternoon,Saturday,Feb,Clear,City Road,Wet,Daylight,Speed Breaker,50,39,Female,Yes,1,Minor
Evening,Saturday,Jun,Rain,Rural Road,Wet,Street Lit,Signal,120,39,Female,No,1,Minor
Evening,Wednesday,Mar,Fog,City Road,Dry,Daylight,None,60,39,Male,No,1,Major
Night,Monday,Apr,Rain,City Road,Dry,Daylight,Signal,80,69,Female,No,1,Minor
Morning,Saturday,Nov,Clear,Highway,Wet,Daylight,None,60,32,Male,No,2,Minor
Afternoon,Thursday,Aug,Rain,City Road,Dry,Daylight,None,80,34,Female,No,1,Major
Morning,Friday,Mar,Rain,City Road,Potholes,Daylight,Signal,80,68,Male,No,4,Minor
Morning,Friday,Oct,Rain,Highway,Under Construction,Street Lit,Signal,80,78,Male,No,1,Minor
Morning,Tuesday,Jun,Rain,Highway,Dry,Street Lit,Signal,100,62,Male,No,2,Minor
Morning,Tuesday,Jan,Snow,Rural Road,Dry,Street Lit,None,100,75,Male,No,1,Minor
Evening,Friday,Jul,Rain,Highway,Dry,Street Lit,Speed Breaker,60,45,Female,No,1,Major
Evening,Friday,Aug,Clear,Highway,Dry,Street Lit,Signal,50,76,Female,No,2,Major
Morning,Sunday,Nov,Rain,Highway,Dry,Daylight,Signal,60,39,Male,No,1,Minor
Afternoon,Thursday,Aug,Clear,Rural Road,Dry,Street Lit,Signal,80,38,Female,No,1,Minor
Night,Wednesday,Mar,Fog,City Road,Dry,Daylight,None,80,59,Male,Yes,1,Fatal
Afternoon,Tuesday,Oct,Clear,City Road,Dry,No Lighting,Speed Breaker,50,34,Female,Yes,1,Minor
Afternoon,Sunday,Jan,Clear,Rural Road,Potholes,Street Lit,None,40,22,Female,No,2,Minor
Afternoon,Sunday,Sep,Fog,Highway,Dry,Daylight,Signal,80,35,Female,Yes,4,Fatal
Morning,Wednesday,Jun,Rain,City Road,Potholes,Daylight,Signal,50,34,Male,No,1,Fatal
Evening,Sunday,Nov,Clear,Highway,Potholes,Daylight,None,60,21,Male,Yes,1,Minor
Afternoon,Thursday,Sep,Clear,Highway,Dry,Daylight,Signal,80,71,Female,No,2,Minor
Morning,Friday,Jul,Fog,City Road,Wet,Daylight,None,60,24,Male,No,4,Minor
Afternoon,Saturday,Jan,Clear,City Road,Dry,Daylight,Signal,40,42,Female,Yes,3,Minor
Afternoon,Wednesday,Dec,Fog,Highway,Wet,Daylight,Signal,50,54,Female,No,2,Major
Morning,Friday,Dec,Clear,Highway,Dry,No Lighting,Speed Breaker,50,57,Male,No,1,Minor
Evening,Friday,Jan,Rain,City Road,Dry,Street Lit,None,50,57,Female,No,1,Minor
Evening,Monday,Jun,Fog,Highway,Dry,Street Lit,None,60,60,Female,No,1,Minor
Night,Wednesday,May,Clear,Highway,Dry,Street Lit,Signal,60,26,Male,Yes,1,Fatal
Morning,Sunday,Sep,Clear,Highway,Dry,Daylight,Signal,50,36,Male,No,2,Minor
Night,Saturday,Feb,Clear,Highway,Dry,Daylight,Speed Breaker,40,68,Female,No,2,Minor
Night,Wednesday,Aug,Rain,City Road,Dry,Street Lit,Speed Breaker,50,26,Male,No,2,Fatal
Night,Sunday,Nov,Clear,Highway,Dry,No Lighting,Speed Breaker,120,40,Male,No,1,Minor
Evening,Friday,May,Rain,Highway,Dry,Daylight,Signal,60,48,Female,Yes,2,Minor
Morning,Saturday,Feb,Clear,City Road,Dry,Street Lit,None,100,49,Male,No,1,Minor
Night,Sunday,Oct,Clear,Rural Road,Dry,No Lighting,Speed Breaker,100,69,Female,No,1,Minor
Morning,Thursday,Nov,Clear,Highway,Dry,Street Lit,None,60,48,Male,No,1,Minor
Morning,Sunday,Nov,Clear,Highway,Under Construction,No Lighting,Speed Breaker,80,34,Male,No,3,Minor
Evening,Monday,Dec,Rain,Highway,Dry,Daylight,Signal,50,65,Female,No,1,Minor
Night,Friday,Jun,Fog,City Road,Wet,No Lighting,None,80,56,Male,Yes,2,Minor
Night,Sunday,Oct,Rain,City Road,Dry,Street Lit,Speed Breaker,50,75,Female,No,1,Minor
Morning,Tuesday,Aug,Clear,City Road,Under Construction,Daylight,None,100,39,Female,No,1,Minor
Afternoon,Tuesday,Apr,Snow,Rural Road,Dry,No Lighting,None,40,52,Female,No,3,Minor
Evening,Monday,Feb,Rain,City Road,Dry,Daylight,Speed Breaker,80,47,Male,No,1,Minor
Evening,Thursday,Dec,Storm,City Road,Dry,Daylight,Speed Breaker,40,70,Male,No,1,Fatal
Evening,Friday,Nov,Clear,City Road,Dry,Daylight,Signal,100,68,Female,No,1,Minor
Evening,Wednesday,May,Clear,Highway,Dry,Daylight,Signal,50,57,Male,Yes,3,Minor
Night,Monday,Dec,Clear,Rural Road,Dry,Daylight,Signal,80,54,Male,No,1,Major
Night,Thursday,Feb,Rain,Highway,Potholes,Street Lit,Signal,60,43,Male,No,1,Minor
Afternoon,Wednesday,Feb,Clear,Highway,Dry,Daylight,Signal,60,75,Male,No,1,Major
Evening,Tuesday,Jun,Clear,City Road,Dry,Daylight,Signal,80,23,Female,No,1,Major
Evening,Tuesday,Nov,Clear,Highway,Wet,Daylight,Signal,100,51,Female,No,1,Major
Morning,Wednesday,Oct,Rain,City Road,Dry,Daylight,Signal,30,73,Female,No,2,Major
Night,Monday,Sep,Rain,City Road,Under Construction,Street Lit,Signal,100,49,Male,No,2,Minor
Evening,Tuesday,Apr,Clear,City Road,Dry,Street Lit,Signal,80,42,Female,No,1,Major
Afternoon,Friday,Jun,Clear,City Road,Wet,No Lighting,Speed Breaker,100,68,Male,No,2,Minor
Afternoon,Saturday,Jul,Rain,Highway,Dry,Street Lit,Speed Breaker,60,30,Male,No,3,Minor
Night,Sunday,Nov,Snow,City Road,Under Construction,Daylight,Signal,60,55,Male,No,3,Fatal
Afternoon,Wednesday,Jun,Rain,City Road,Wet,No Lighting,Speed Breaker,100,55,Female,No,1,Minor
Afternoon,Wednesday,Aug,Storm,City Road,Dry,Street Lit,None,60,19,Female,No,1,Fatal
Night,Tuesday,Apr,Rain,City Road,Dry,Daylight,Signal,60,75,Female,No,3,Minor
Evening,Monday,Dec,Rain,Highway,Dry,Street Lit,Speed Breaker,30,73,Female,No,1,Minor
Evening,Friday,Jan,Clear,City Road,Potholes,No Lighting,None,50,22,Female,No,1,Minor
Afternoon,Monday,Jul,Rain,Highway,Dry,Street Lit,None,80,28,Male,No,3,Major
Afternoon,Thursday,Mar,Rain,Rural Road,Dry,Daylight,Signal,80,28,Female,No,1,Minor
Evening,Thursday,Jun,Rain,Highway,Dry,Street Lit,Speed Breaker,60,41,Male,No,1,Minor
Night,Saturday,Feb,Clear,City Road,Dry,Daylight,Signal,40,31,Male,No,1,Minor
Afternoon,Tuesday,Sep,Clear,Highway,Dry,Daylight,Speed Breaker,60,62,Male,No,2,Major
Morning,Tuesday,Jan,Clear,Highway,Potholes,Daylight,None,60,47,Male,No,1,Minor
Night,Tuesday,Jun,Clear,City Road,Dry,Daylight,Speed Breaker,60,57,Male,No,3,Major
Afternoon,Saturday,Jun,Clear,Rural Road,Under Construction,Daylight,None,100,64,Male,No,2,Minor
Afternoon,Thursday,May,Fog,City Road,Dry,Daylight,Signal,80,61,Male,No,1,Minor
Morning,Monday,May,Clear,Rural Road,Dry,Street Lit,None,40,52,Female,No,1,Minor
Morning,Saturday,Jan,Clear,City Road,Dry,Street Lit,Speed Breaker,100,38,Female,Yes,1,Fatal
Evening,Saturday,Oct,Clear,City Road,Dry,No Lighting,Signal,60,72,Male,No,2,Minor
Night,Monday,Dec,Rain,Highway,Potholes,Daylight,Speed Breaker,80,22,Male,No,1,Minor
Night,Tuesday,May,Clear,City Road,Under Construction,Daylight,Signal,40,55,Male,Yes,3,Major
Evening,Friday,Feb,Clear,Highway,Dry,No Lighting,Signal,80,19,Male,No,1,Minor
Night,Monday,Jul,Rain,Rural Road,Dry,Daylight,None,50,57,Male,No,1,Major
Night,Thursday,Mar,Clear,Rural Road,Dry,Street Lit,Signal,60,54,Female,No,1,Minor
Night,Wednesday,Apr,Storm,Rural Road,Potholes,Street Lit,Speed Breaker,30,71,Male,No,2,Minor
Night,Wednesday,Mar,Storm,City Road,Under Construction,Daylight,Signal,50,66,Male,No,1,Minor
Night,Sunday,Mar,Clear,City Road,Wet,Street Lit,Signal,40,75,Male,No,1,Minor
Morning,Sunday,Apr,Clear,City Road,Dry,Street Lit,None,50,51,Male,No,3,Major
Night,Saturday,May,Rain,Highway,Dry,Daylight,Signal,40,28,Male,No,1,Major
Morning,Wednesday,Jan,Clear,City Road,Dry,Daylight,Speed Breaker,80,53,Male,No,1,Minor
Night,Friday,Apr,Clear,Highway,Dry,Daylight,Speed Breaker,30,28,Female,No,2,Fatal
Evening,Tuesday,Dec,Clear,City Road,Dry,Daylight,Speed Breaker,80,26,Male,No,2,Minor
Afternoon,Thursday,Dec,Storm,Highway,Dry,Daylight,None,40,23,Male,No,1,Minor
Morning,Sunday,Nov,Clear,Highway,Dry,Daylight,Speed Breaker,100,73,Male,No,1,Major
Night,Friday,Aug,Rain,Highway,Under Construction,Daylight,Signal,100,51,Male,Yes,2,Major
Evening,Thursday,Oct,Rain,City Road,Wet,No Lighting,None,50,75,Male,No,1,Minor
Afternoon,Thursday,Jul,Clear,City Road,Dry,Daylight,Signal,80,64,Male,No,2,Major
Morning,Tuesday,Sep,Clear,Highway,Dry,Daylight,Speed Breaker,30,54,Male,No,1,Minor
Afternoon,Saturday,May,Snow,City Road,Dry,Daylight,None,100,49,Male,Yes,1,Major
Evening,Wednesday,Oct,Clear,Highway,Wet,Daylight,Speed Breaker,60,77,Male,No,1,Major
Morning,Tuesday,Apr,Rain,City Road,Wet,Daylight,None,30,29,Male,No,1,Minor
Afternoon,Friday,Aug,Clear,City Road,Wet,Daylight,Speed Breaker,50,62,Male,No,2,Minor
Night,Saturday,Sep,Clear,City Road,Wet,Daylight,None,40,49,Male,No,1,Major
Morning,Friday,Jul,Clear,City Road,Dry,Street Lit,None,60,34,Male,No,1,Major
Afternoon,Saturday,Jul,Clear,Highway,Dry,No Lighting,Signal,80,21,Male,No,3,Minor
Evening,Sunday,May,Clear,City Road,Dry,Daylight,Signal,60,59,Male,No,1,Minor
Evening,Friday,Apr,Fog,City Road,Dry,Daylight,Signal,60,50,Male,No,2,Fatal
Morning,Tuesday,Oct,Clear,City Road,Wet,Street Lit,Speed Breaker,40,60,Male,No,3,Minor
Afternoon,Saturday,Jan,Clear,City Road,Dry,Street Lit,Signal,50,65,Male,No,4,Minor
Morning,Saturday,Oct,Clear,Highway,Dry,Daylight,Signal,40,60,Male,No,3,Minor
Morning,Thursday,Oct,Rain,City Road,Dry,No Lighting,Signal,100,26,Female,No,1,Minor
Afternoon,Thursday,Jul,Clear,City Road,Potholes,Daylight,None,40,51,Female,Yes,4,Fatal
Afternoon,Monday,Jan,Rain,Highway,Dry,Daylight,Speed Breaker,60,56,Female,No,2,Major
Night,Friday,Jan,Clear,Highway,Wet,Street Lit,Signal,50,68,Female,No,2,Minor
Afternoon,Thursday,May,Clear,Highway,Dry,No Lighting,Signal,50,47,Female,No,1,Major
Evening,Monday,Sep,Clear,Rural Road,Dry,Street Lit,Signal,80,67,Female,No,4,Major
Morning,Sunday,Jun,Fog,City Road,Dry,Daylight,Signal,60,78,Male,No,2,Minor
Morning,Sunday,Mar,Clear,Highway,Wet,Daylight,Signal,60,37,Male,No,2,Minor
Evening,Thursday,Mar,Clear,Highway,Dry,Daylight,None,60,56,Male,No,1,Major
Afternoon,Friday,Jul,Clear,City Road,Under Construction,Daylight,None,60,40,Male,No,1,Minor
Evening,Saturday,Jun,Fog,City Road,Dry,Street Lit,Signal,50,58,Female,Yes,4,Minor
Evening,Wednesday,Sep,Clear,Highway,Dry,Street Lit,Signal,60,61,Male,No,1,Minor
